recipe_id,recipe_name,recipe_item_ids,ingredients,recipe_link
cmVjaXBlOjY1MTc0NQ==,Carrot & Radish Coins,"['cmVjaXBlSXRlbTo0ODc4MTIz', 'cmVjaXBlSXRlbTo0ODc4MTI0']","carrot, coin PF, SEND TO PLATE | radishes, sliced, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjY1MTc0NQ==
cmVjaXBlOjQ5NTI1NQ==,Carrot Sticks PF,['cmVjaXBlSXRlbTozMzEyOTg4'],"carrot, stick, PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjQ5NTI1NQ==
cmVjaXBlOjQ5NTI1NA==,Celery Sticks PF,['cmVjaXBlSXRlbTozMzEyOTg5'],"celery, stick PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjQ5NTI1NA==
cmVjaXBlOjE4NjI4MA==,Dried Fruit - Golden Raisins & Blueberries,"['cmVjaXBlSXRlbToxMzM5OTA1', 'cmVjaXBlSXRlbToxMTk5NDky']","dried fruit, golden raisins | dried fruit, blueberries | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE4NjI4MA==
cmVjaXBlOjE3ODA0Ng==,Blistered Grape Tomatoes,"['cmVjaXBlSXRlbToxMTU1NTI5', 'cmVjaXBlSXRlbToxNDQ0MTU1']","tomato, grape | oil, rice bran | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE3ODA0Ng==
cmVjaXBlOjQ1MTI0OQ==,Grape Tomatoes,['cmVjaXBlSXRlbToyOTc3MTg4'],"tomato, grape | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjQ1MTI0OQ==
cmVjaXBlOjE2OTE1Mw==,Greens - Baby Kale & Arugula,"['cmVjaXBlSXRlbToxMTA5NzI2', 'cmVjaXBlSXRlbToxMTA5NzI3']","arugula, baby, SEND TO PLATE | kale, baby, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE2OTE1Mw==
cmVjaXBlOjIwMzIyNA==,Greens - Baby Kale & Baby Spinach,"['cmVjaXBlSXRlbTozMjk3NDU5', 'cmVjaXBlSXRlbTozMjk3NDYw']","baby kale & baby spinach, SEND TO PLATE (baby kale) | baby kale & baby spinach, SEND TO PLATE (spinach) | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjIwMzIyNA==
cmVjaXBlOjU5ODUzMA==,Greens - Baby Kale & Lacinato Kale,"['cmVjaXBlSXRlbTo0MTYzNjg0', 'cmVjaXBlSXRlbTo0MTYzNjg1']","kale, baby, SEND TO PLATE | kale, lacinato, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjU5ODUzMA==
cmVjaXBlOjE3OTg5Ng==,Greens - Baby Kale & Radish,"['cmVjaXBlSXRlbToxMTY0MDI4', 'cmVjaXBlSXRlbToxMTY0MDI5']","kale, baby, SEND TO PLATE | radish, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE3OTg5Ng==
cmVjaXBlOjQ4ODU0OA==,Greens - Baby Spinach & Shredded Brussels Sprouts,"['cmVjaXBlSXRlbTozMjU4Mjk1', 'cmVjaXBlSXRlbTozMjU4Mjk0']","spinach, baby, SEND TO PLATE | brussels sprouts, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjQ4ODU0OA==
cmVjaXBlOjE4NDM1OQ==,Greens - Baby Spinach & Shredded Cabbage,"['cmVjaXBlSXRlbToxMTg3Nzg2', 'cmVjaXBlSXRlbTozNzc2MDIx']","spinach, baby, SEND TO PLATE | cabbage, green, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE4NDM1OQ==
cmVjaXBlOjE3ODAxNA==,"Greens - Baby Spinach, Shredded Carrot & Red Cabbage","['cmVjaXBlSXRlbToxMTU1MzA3', 'cmVjaXBlSXRlbToxMTU1MzA4', 'cmVjaXBlSXRlbToxMTU1MzA5']","spinach, baby, SEND TO PLATE | carrot, shredded PF, SEND TO PLATE | cabbage red, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE3ODAxNA==
cmVjaXBlOjE3OTY0OQ==,"Greens - Baby Spinach, Shredded Red & Green Cabbage","['cmVjaXBlSXRlbToxMTYyMzk0', 'cmVjaXBlSXRlbToxMzgwNzAz', 'cmVjaXBlSXRlbToyODYxMzkx']","spinach, baby, SEND TO PLATE | cabbage red, shredded PF, SEND TO PLATE | cabbage, green, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE3OTY0OQ==
cmVjaXBlOjIxNTU4Mg==,"Greens - Kale, Cabbage & Carrot","['cmVjaXBlSXRlbTozMDIyODk2', 'cmVjaXBlSXRlbTozNTc1Njk0', 'cmVjaXBlSXRlbTozNTc1Njk2']","kale, baby, SEND TO PLATE | cabbage, green, shredded PF, SEND TO PLATE | carrot, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjIxNTU4Mg==
cmVjaXBlOjE5ODk2Mw==,Greens - Shredded Cabbage & Lacinato Kale,"['cmVjaXBlSXRlbToxMjcxMTE3', 'cmVjaXBlSXRlbToxODE5MjY3']","cabbage red, shredded PF, SEND TO PLATE | kale, lacinato, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE5ODk2Mw==
cmVjaXBlOjE4MDAyMg==,Greens - Spinach & Red Cabbage,"['cmVjaXBlSXRlbToxMTY0NzI2', 'cmVjaXBlSXRlbToxMzgwNzAy']","spinach, baby, SEND TO PLATE | cabbage red, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE4MDAyMg==
cmVjaXBlOjIwMzMxMw==,Greens - Spring Mix & Arugula,"['cmVjaXBlSXRlbTozMjk3NDI1', 'cmVjaXBlSXRlbTozMjk3NDI2']","spring mix & arugula, SEND TO PLATE (arugula) | spring mix & arugula, SEND TO PLATE (spring mix) | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjIwMzMxMw==
cmVjaXBlOjE4OTAwMw==,Greens - Spring Mix & Baby Kale,"['cmVjaXBlSXRlbTozMjk3NDY2', 'cmVjaXBlSXRlbTozMjk3NDY4']","spring mix & baby kale, SEND TO PLATE (baby kale) | spring mix & baby kale, SEND TO PLATE (spring mix) | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE4OTAwMw==
cmVjaXBlOjE3NjQxNg==,Greens - Spring Mix & Red Cabbage,"['cmVjaXBlSXRlbToxMTUwNDI3', 'cmVjaXBlSXRlbToxMTUwNDI4']","lettuce, spring mix, SEND TO PLATE | cabbage red, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE3NjQxNg==
cmVjaXBlOjI3NDQ4OA==,Greens - Spring Mix & Shredded Brussels Sprouts,"['cmVjaXBlSXRlbToxNzU1NjIy', 'cmVjaXBlSXRlbToxNzU1NDYy']","lettuce, spring mix, SEND TO PLATE | brussels sprouts, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjI3NDQ4OA==
cmVjaXBlOjQzODg1OA==,"Greens - Spring Mix, Arugula & Red Cabbage","['cmVjaXBlSXRlbToyODc4MDYz', 'cmVjaXBlSXRlbToyODc4MDY2', 'cmVjaXBlSXRlbToyODc4MDY0']","lettuce, spring mix, SEND TO PLATE | cabbage red, shredded PF, SEND TO PLATE | arugula, baby, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjQzODg1OA==
cmVjaXBlOjI1Mzg5Mw==,"Greens - Spring Mix, Baby Kale & Shredded Brussels Sprouts","['cmVjaXBlSXRlbTozMzY5Mzkx', 'cmVjaXBlSXRlbToxNjI3MTE5', 'cmVjaXBlSXRlbTozMzY5Mzky']","lettuce, spring mix, SEND TO PLATE | brussels sprouts, shredded PF, SEND TO PLATE | kale, baby, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjI1Mzg5Mw==
cmVjaXBlOjE3MTM3NA==,Picked Red Grapes,['cmVjaXBlSXRlbToxMTIzMTk3'],"grapes, red, whole | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE3MTM3NA==
cmVjaXBlOjQ5NTI1Nw==,Quartered Radishes PF,['cmVjaXBlSXRlbTozMzEyOTk3'],"radish, quartered, PF | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjQ5NTI1Nw==
cmVjaXBlOjY4MDEwMw==,"Shredded Beet, Carrot & Celery Root","['cmVjaXBlSXRlbTo0NzA4MTIw', 'cmVjaXBlSXRlbTo0NzA4MTE5', 'cmVjaXBlSXRlbTo0NzA4MTI0']","carrot, shredded PF, SEND TO PLATE | celeriac, shredded PF, SEND TO PLATE | beets, red, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjY4MDEwMw==
cmVjaXBlOjE3OTYzMQ==,Shredded Beets & Carrots,"['cmVjaXBlSXRlbToxMTYyMjc0', 'cmVjaXBlSXRlbToxMTYyMjc3']","beets, red, shredded PF, SEND TO PLATE | carrot rainbow, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE3OTYzMQ==
cmVjaXBlOjE4NTQ1NQ==,Shredded Broccoli & Frozen Peas,"['cmVjaXBlSXRlbToxMTk0MzEz', 'cmVjaXBlSXRlbToxMTk0MzI0']","broccoli, shredded PF | frozen, peas | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE4NTQ1NQ==
cmVjaXBlOjIxNjk4OA==,Shredded Cabbage & Carrots,"['cmVjaXBlSXRlbToxMzY1OTY3', 'cmVjaXBlSXRlbToxMzY1OTgy', 'cmVjaXBlSXRlbToxMzY1OTg0']","cabbage, green, shredded PF, SEND TO PLATE | cabbage red, shredded PF, SEND TO PLATE | carrot, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjIxNjk4OA==
cmVjaXBlOjE5MDIzNQ==,Shredded Carrot & Broccoli,"['cmVjaXBlSXRlbToxMjE4NTc1', 'cmVjaXBlSXRlbToxMjE4NTc2']","broccoli, shredded PF, SEND TO PLATE | carrot, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE5MDIzNQ==
cmVjaXBlOjE4NjQzNA==,Shredded Carrot & Celery Root,"['cmVjaXBlSXRlbToxMjAwNTky', 'cmVjaXBlSXRlbToxMjAwNTkz']","carrot, shredded PF, SEND TO PLATE | celeriac, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE4NjQzNA==
cmVjaXBlOjMwODYyNw==,"Shredded Carrot, Broccoli & Radish","['cmVjaXBlSXRlbToxOTg5Njk5', 'cmVjaXBlSXRlbToxOTg5NzAw', 'cmVjaXBlSXRlbToxOTg5NzAx']","broccoli, shredded PF, SEND TO PLATE | carrot, shredded PF, SEND TO PLATE | radish, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjMwODYyNw==
cmVjaXBlOjM4MzI4Mg==,"Shredded Carrot, Sliced Red Bell Pepper & Shredded Bok Choy","['cmVjaXBlSXRlbToyNDQwNDQ2', 'cmVjaXBlSXRlbToyNDQwNDQ4', 'cmVjaXBlSXRlbTo0NzI0MTMy']","pepper, red bell, sliced PF, SEND TO PLATE | carrot, shredded PF, SEND TO PLATE | bok choy, regular, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjM4MzI4Mg==
cmVjaXBlOjE5MDY3Ng==,Shredded Carrots & Radish,"['cmVjaXBlSXRlbToxMjIyMjM4', 'cmVjaXBlSXRlbToxMjIyMjQ0']","carrot, shredded PF, SEND TO PLATE | radish, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE5MDY3Ng==
cmVjaXBlOjIxOTYwOA==,Shredded Green Cabbage & Carrot,"['cmVjaXBlSXRlbToxMzgxMjc0', 'cmVjaXBlSXRlbTozNTc1NzQy']","cabbage, green, shredded PF, SEND TO PLATE | carrot, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjIxOTYwOA==
cmVjaXBlOjE5ODgwMg==,"Shredded Jicama, Carrot & Radish","['cmVjaXBlSXRlbToxMjcwMzY4', 'cmVjaXBlSXRlbToxMjcwMzY5', 'cmVjaXBlSXRlbToxMjcwMzcw']","radish, shredded PF, SEND TO PLATE | carrot, shredded PF, SEND TO PLATE | jicama, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE5ODgwMg==
cmVjaXBlOjE3Mjk2MQ==,Shredded Red & Napa Cabbage,"['cmVjaXBlSXRlbToxMTMzMzcx', 'cmVjaXBlSXRlbToxMTMzMzcz']","cabbage red, shredded PF, SEND TO PLATE | cabbage, napa, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE3Mjk2MQ==
cmVjaXBlOjE3NjQyOA==,Shredded Red Cabbage & Carrot,"['cmVjaXBlSXRlbToxMTUwNTA3', 'cmVjaXBlSXRlbToxMTUwNTA4']","cabbage red, shredded PF, SEND TO PLATE | carrot, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE3NjQyOA==
cmVjaXBlOjE5MjkwMg==,Shredded Red Cabbage & Radish,"['cmVjaXBlSXRlbToxMjM1MDcw', 'cmVjaXBlSXRlbToxMjM1MDcx']","cabbage red, shredded PF, SEND TO PLATE | radish, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE5MjkwMg==
cmVjaXBlOjUwMjgzMA==,"Shredded Red Cabbage, Carrot & Broccoli","['cmVjaXBlSXRlbTozMzc5MDMz', 'cmVjaXBlSXRlbTozMzc5MDMx', 'cmVjaXBlSXRlbTozMzgxNjc1']","cabbage red, shredded PF, SEND TO PLATE | carrot, shredded PF, SEND TO PLATE | broccoli, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjUwMjgzMA==
cmVjaXBlOjE3MDYwNw==,Side Fruit - Cherries,['cmVjaXBlSXRlbTozMjczNzUx'],"fresh fruit, cherries, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE3MDYwNw==
cmVjaXBlOjE3ODAwOA==,Side Fruit - Fresh Figs,['cmVjaXBlSXRlbToxMTU1Mjg3'],"fresh fruit, figs, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE3ODAwOA==
cmVjaXBlOjUwNzAxNg==,Side Fruit - Kiwi,['cmVjaXBlSXRlbTozNDE5MTU5'],"fresh fruit, kiwi, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjUwNzAxNg==
cmVjaXBlOjUwNzExNw==,Side Fruit - Kiwi Berries,['cmVjaXBlSXRlbTozNDE5OTY1'],"fresh fruit, kiwi berries, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjUwNzExNw==
cmVjaXBlOjE4NTQ2OA==,"Slaw - Shredded Carrot, Cabbage & Jicama","['cmVjaXBlSXRlbToxMTk0NDM1', 'cmVjaXBlSXRlbToxMTk0NDUw', 'cmVjaXBlSXRlbToxNjEwOTY2']","carrot, shredded PF, SEND TO PLATE | jicama, shredded PF, SEND TO PLATE | cabbage red, shredded PF, SEND TO PLATE | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjE4NTQ2OA==
cmVjaXBlOjQ5NzU0NQ==,Sliced Carrot Coins PF,['cmVjaXBlSXRlbTozMzMxMzMy'],"carrot, coins PF | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjQ5NzU0NQ==
cmVjaXBlOjQ5NTM0MA==,Sliced Radishes PF,['cmVjaXBlSXRlbTozMzEzMzYw'],"radish, sliced PF | ",https://app.galleysolutions.com/recipes/cmVjaXBlOjQ5NTM0MA==
